,Player,Team,Year,Conf,Age,Games,MP,PTS,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,MPpg,PTSpg,FGpg,3Ppg,FTpg,ORBpg,DRBpg,TRBpg,ASTpg,STLpg,BLKpg,TOVpg,PFpg,Target
1564,Efthimios Rentzias,PHI,2002,EAST,27,35,144,52,20,59,0.339,4,8,0.5,8,9,0.889,10,16,26,7,6,2,4,21,4.11,1.5,0.57,0.11,0.23,0.29,0.46,0.7,0.2,0.17,0.06,0.11,0.6,0
1565,Antoine Rigaudeau,DAL,2003,WEST,31,11,91,17,8,35,0.229,1,5,0.2,0,0,0,4,4,8,6,3,0,6,11,8.27,1.5,0.73,0.09,0,0.36,0.36,0.7,0.5,0.27,0,0.55,1,0
1566,Guy Rucker,GSW,2002,WEST,25,3,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1.33,0,0,0,0,0,0.33,0.3,0.3,0,0,0,0.33,0
1567,Kareem Rush,LAL,2002,WEST,22,76,872,227,96,244,0.393,19,68,0.279,16,23,0.696,26,68,94,68,10,11,63,71,11.47,3,1.26,0.25,0.21,0.34,0.89,1.2,0.9,0.13,0.14,0.83,0.93,1
1568,John Salmons,PHI,2002,EAST,23,64,504,132,48,116,0.414,10,31,0.323,26,35,0.743,16,43,59,47,17,6,29,53,7.88,2.1,0.75,0.16,0.41,0.25,0.67,0.9,0.7,0.27,0.09,0.45,0.83,1
1569,Jamal Sampson,MIL,2003,EAST,19,5,8,0,0,2,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,1.6,0,0,0,0,0.2,0.2,0.4,0.2,0.2,0,0,0,1
1570,Predrag Savović,DEN,2002,WEST,26,27,256,83,29,93,0.312,4,26,0.154,21,29,0.724,9,16,25,22,14,1,21,33,9.48,3.1,1.07,0.15,0.78,0.33,0.59,0.9,0.8,0.52,0.04,0.78,1.22,0
1571,Paul Shirley,ATL,2003,EAST,25,2,5,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.5,0,0,0,0,0,0.5,0.5,0,0,0,0,0,1
1572,Tamar Slay,NJN,2002,EAST,22,36,274,92,39,103,0.379,7,25,0.28,7,10,0.7,8,23,31,14,14,3,20,31,7.61,2.6,1.08,0.19,0.19,0.22,0.64,0.9,0.4,0.39,0.08,0.56,0.86,1
1573,Amar'e Stoudemire,PHO,2002,WEST,20,82,2570,1106,392,830,0.472,2,10,0.2,320,484,0.661,250,471,721,78,62,87,189,269,31.34,13.5,4.78,0.02,3.9,3.05,5.74,8.8,1,0.76,1.06,2.3,3.28,1
1574,Cezary Trybański,MEM,2002,WEST,23,15,86,14,5,20,0.25,0,0,0,4,10,0.4,6,8,14,1,0,6,8,13,5.73,0.9,0.33,0,0.27,0.4,0.53,0.9,0.1,0,0.4,0.53,0.87,0
1575,Nikoloz Tskitishvili,DEN,2002,WEST,19,81,1320,315,115,393,0.293,37,152,0.243,48,65,0.738,64,117,181,91,31,29,84,136,16.3,3.9,1.42,0.46,0.59,0.79,1.44,2.2,1.1,0.38,0.36,1.04,1.68,1
1576,Dajuan Wagner,CLE,2002,EAST,19,47,1385,629,223,605,0.369,55,174,0.316,128,160,0.8,20,62,82,130,38,7,85,107,29.47,13.4,4.74,1.17,2.72,0.43,1.32,1.7,2.8,0.81,0.15,1.81,2.28,1
1577,Jiří Welsch,GSW,2002,WEST,23,37,234,61,19,75,0.253,1,4,0.25,22,29,0.759,12,16,28,27,8,2,19,32,6.32,1.6,0.51,0.03,0.59,0.32,0.43,0.8,0.7,0.22,0.05,0.51,0.86,1
1578,Chris Wilcox,LAC,2002,WEST,20,46,479,171,73,140,0.521,0,0,0,25,50,0.5,32,72,104,21,7,12,26,65,10.41,3.7,1.59,0,0.54,0.7,1.57,2.3,0.5,0.15,0.26,0.57,1.41,1
1579,Mike Wilks,ATL,2002,EAST,23,46,688,147,50,148,0.338,10,35,0.286,37,47,0.787,20,51,71,92,27,4,28,69,14.96,3.2,1.09,0.22,0.8,0.43,1.11,1.5,2,0.59,0.09,0.61,1.5,1
1580,Frank Williams,NYK,2002,EAST,22,21,167,28,9,33,0.273,6,16,0.375,4,6,0.667,3,15,18,34,7,2,17,20,7.95,1.3,0.43,0.29,0.19,0.14,0.71,0.9,1.6,0.33,0.1,0.81,0.95,1
1581,Jay Williams,CHI,2002,EAST,21,75,1961,714,273,685,0.399,65,202,0.322,103,161,0.64,27,168,195,350,86,17,171,179,26.15,9.5,3.64,0.87,1.37,0.36,2.24,2.6,4.7,1.15,0.23,2.28,2.39,0
1582,Qyntel Woods,POR,2002,WEST,21,53,334,128,59,118,0.5,3,9,0.333,7,20,0.35,15,38,53,12,15,1,23,36,6.3,2.4,1.11,0.06,0.13,0.28,0.72,1,0.2,0.28,0.02,0.43,0.68,1
1583,Vincent Yarbrough,DEN,2002,WEST,21,59,1381,406,168,428,0.393,21,78,0.269,49,62,0.79,36,126,162,130,57,33,81,145,23.41,6.9,2.85,0.36,0.83,0.61,2.14,2.7,2.2,0.97,0.56,1.37,2.46,0
1584,Carmelo Anthony,DEN,2003,WEST,19,82,2995,1725,624,1465,0.426,69,214,0.322,408,525,0.777,183,315,498,227,97,41,247,225,36.52,21,7.61,0.84,4.98,2.23,3.84,6.1,2.8,1.18,0.5,3.01,2.74,1
1585,Marcus Banks,BOS,2003,EAST,22,81,1385,480,177,442,0.4,27,86,0.314,99,131,0.756,30,103,133,175,88,13,125,171,17.1,5.9,2.19,0.33,1.22,0.37,1.27,1.6,2.2,1.09,0.16,1.54,2.11,1
1586,Leandro Barbosa,PHO,2003,WEST,21,70,1500,550,210,470,0.447,83,210,0.395,47,61,0.77,23,100,123,165,93,7,120,184,21.43,7.9,3,1.19,0.67,0.33,1.43,1.8,2.4,1.33,0.1,1.71,2.63,1
1587,Matt Barnes,LAC,2004,WEST,23,38,724,171,63,138,0.457,2,13,0.154,43,61,0.705,53,98,151,48,27,3,44,76,19.05,4.5,1.66,0.05,1.13,1.39,2.58,4,1.3,0.71,0.08,1.16,2,1
1588,Jerome Beasley,MIA,2003,EAST,23,2,5,2,1,3,0.333,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.5,1,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0
1589,Troy Bell,MEM,2003,WEST,23,6,34,11,4,18,0.222,0,4,0,3,3,1,3,1,4,4,1,0,6,6,5.67,1.8,0.67,0,0.5,0.5,0.17,0.7,0.7,0.17,0,1,1,0
1590,Steve Blake,WAS,2003,EAST,23,75,1392,444,157,407,0.386,75,202,0.371,55,67,0.821,18,99,117,209,57,7,128,100,18.56,5.9,2.09,1,0.73,0.24,1.32,1.6,2.8,0.76,0.09,1.71,1.33,1
1591,Keith Bogans,ORL,2003,EAST,23,73,1787,498,183,454,0.403,67,187,0.358,65,103,0.631,106,211,317,98,46,10,75,128,24.48,6.8,2.51,0.92,0.89,1.45,2.89,4.3,1.3,0.63,0.14,1.03,1.75,1
1592,Curtis Borchardt,UTA,2003,WEST,23,16,258,58,22,56,0.393,0,1,0,14,18,0.778,13,41,54,15,4,14,18,40,16.12,3.6,1.38,0,0.88,0.81,2.56,3.4,0.9,0.25,0.88,1.12,2.5,0
1593,Chris Bosh*,TOR,2003,EAST,19,75,2510,861,327,712,0.459,5,14,0.357,202,288,0.701,191,366,557,78,59,106,107,215,33.47,11.5,4.36,0.07,2.69,2.55,4.88,7.4,1,0.79,1.41,1.43,2.87,1
1594,Torraye Braggs,HOU,2003,EAST,27,15,154,40,16,33,0.485,0,0,0,8,12,0.667,18,21,39,7,4,2,13,29,10.27,2.7,1.07,0,0.53,1.2,1.4,2.6,0.5,0.27,0.13,0.87,1.93,0
1595,Žarko Čabarkapa,PHO,2003,WEST,22,49,570,203,81,197,0.411,6,32,0.188,35,53,0.66,26,73,99,40,10,13,54,75,11.63,4.1,1.65,0.12,0.71,0.53,1.49,2,0.8,0.2,0.27,1.1,1.53,1
1596,Matt Carroll,POR,2003,WEST,23,16,70,19,7,16,0.438,1,3,0.333,4,6,0.667,1,5,6,2,1,0,6,8,4.38,1.2,0.44,0.06,0.25,0.06,0.31,0.4,0.1,0.06,0,0.38,0.5,1
1597,Maurice Carter,LAL,2004,WEST,27,10,110,42,11,35,0.314,4,11,0.364,16,20,0.8,2,9,11,4,0,0,9,10,11,4.2,1.1,0.4,1.6,0.2,0.9,1.1,0.4,0,0,0.9,1,0
1598,Brian Cook,LAL,2003,WEST,23,35,442,155,67,141,0.475,0,5,0,21,28,0.75,31,70,101,20,16,16,17,64,12.63,4.4,1.91,0,0.6,0.89,2,2.9,0.6,0.46,0.46,0.49,1.83,1
1599,Omar Cook,POR,2004,WEST,22,17,139,14,7,27,0.259,0,1,0,0,0,0,3,3,6,24,10,0,10,14,8.18,0.8,0.41,0,0,0.18,0.18,0.4,1.4,0.59,0,0.59,0.82,0
1600,Marquis Daniels,DAL,2003,WEST,23,56,1039,477,203,411,0.494,11,36,0.306,60,78,0.769,66,80,146,116,53,12,44,51,18.55,8.5,3.62,0.2,1.07,1.18,1.43,2.6,2.1,0.95,0.21,0.79,0.91,1
1601,Josh Davis,ATL,2004,EAST,23,4,23,5,2,5,0.4,0,2,0,1,1,1,1,4,5,0,0,0,2,3,5.75,1.3,0.5,0,0.25,0.25,1,1.3,0,0,0,0.5,0.75,1
1602,Boris Diaw,ATL,2003,EAST,21,76,1919,342,140,313,0.447,6,26,0.231,56,93,0.602,111,231,342,182,59,37,126,191,25.25,4.5,1.84,0.08,0.74,1.46,3.04,4.5,2.4,0.78,0.49,1.66,2.51,1
1603,Kaniel Dickens,POR,2003,WEST,25,3,12,7,3,3,1,0,0,0,1,2,0.5,2,0,2,0,0,0,1,3,4,2.3,1,0,0.33,0.67,0,0.7,0,0,0,0.33,1,1
1604,Ronald Dupree,CHI,2004,EAST,23,47,893,292,111,282,0.394,4,9,0.444,66,105,0.629,55,112,167,55,32,18,51,134,19,6.2,2.36,0.09,1.4,1.17,2.38,3.6,1.2,0.68,0.38,1.09,2.85,1
1605,Ndudi Ebi,MIN,2003,EAST,19,17,32,13,6,14,0.429,0,0,0,1,4,0.25,2,1,3,3,0,4,3,6,1.88,0.8,0.35,0,0.06,0.12,0.06,0.2,0.2,0,0.24,0.18,0.35,0
1606,Francisco Elson,DEN,2003,WEST,27,62,875,218,94,199,0.472,0,1,0,30,45,0.667,65,138,203,32,35,39,35,145,14.11,3.5,1.52,0,0.48,1.05,2.23,3.3,0.5,0.56,0.63,0.56,2.34,1
1607,Desmond Ferguson,POR,2004,WEST,26,7,32,13,5,12,0.417,3,8,0.375,0,2,0,0,4,4,1,0,0,1,0,4.57,1.9,0.71,0.43,0,0,0.57,0.6,0.1,0,0,0.14,0,0
1608,T.J. Ford,MIL,2003,EAST,20,55,1472,391,153,398,0.384,5,21,0.238,80,98,0.816,37,140,177,356,60,3,139,123,26.76,7.1,2.78,0.09,1.45,0.67,2.55,3.2,6.5,1.09,0.05,2.53,2.24,1
1609,Richie Frahm,SEA,2003,WEST,26,54,469,183,63,139,0.453,34,92,0.37,23,26,0.885,12,44,56,24,16,4,7,50,8.69,3.4,1.17,0.63,0.43,0.22,0.81,1,0.4,0.3,0.07,0.13,0.93,1
1610,Hiram Fuller,ATL,2004,EAST,22,4,43,8,3,8,0.375,0,0,0,2,6,0.333,4,7,11,2,0,1,4,5,10.75,2,0.75,0,0.5,1,1.75,2.8,0.5,0,0.25,1,1.25,0
1611,Reece Gaines,ORL,2003,EAST,23,38,364,69,25,86,0.291,3,10,0.3,16,25,0.64,8,31,39,40,11,2,18,22,9.58,1.8,0.66,0.08,0.42,0.21,0.82,1,1.1,0.29,0.05,0.47,0.58,1
1612,Alex Garcia,SAS,2004,WEST,23,2,13,3,1,7,0.143,0,0,0,1,2,0.5,0,0,0,0,2,0,1,0,6.5,1.5,0.5,0,0.5,0,0,0,0,1,0,0.5,0,0
1613,Willie Green,PHI,2003,EAST,22,53,767,364,143,357,0.401,19,61,0.311,59,81,0.728,16,49,65,53,26,5,59,83,14.47,6.9,2.7,0.36,1.11,0.3,0.92,1.2,1,0.49,0.09,1.11,1.57,1
1614,Ben Handlogten,UTA,2003,WEST,30,17,172,68,25,47,0.532,0,0,0,18,27,0.667,22,33,55,6,3,4,10,32,10.12,4,1.47,0,1.06,1.29,1.94,3.2,0.4,0.18,0.24,0.59,1.88,0
1615,Travis Hansen,ATL,2003,EAST,25,41,507,123,46,130,0.354,9,30,0.3,22,27,0.815,30,40,70,19,10,9,15,67,12.37,3,1.12,0.22,0.54,0.73,0.98,1.7,0.5,0.24,0.22,0.37,1.63,0
1616,Udonis Haslem,MIA,2003,EAST,23,75,1795,550,205,447,0.459,0,3,0,140,183,0.765,189,284,473,51,33,24,74,197,23.93,7.3,2.73,0,1.87,2.52,3.79,6.3,0.7,0.44,0.32,0.99,2.63,1
1617,Jarvis Hayes,WAS,2003,EAST,22,70,2044,673,278,695,0.4,40,131,0.305,77,98,0.786,71,193,264,106,71,11,110,157,29.2,9.6,3.97,0.57,1.1,1.01,2.76,3.8,1.5,1.01,0.16,1.57,2.24,1
1618,Kirk Hinrich,CHI,2003,EAST,23,76,2706,915,318,823,0.386,144,369,0.39,135,168,0.804,42,217,259,517,101,21,204,276,35.61,12,4.18,1.89,1.78,0.55,2.86,3.4,6.8,1.33,0.28,2.68,3.63,1
1619,Josh Howard,DAL,2003,WEST,23,67,1589,575,229,532,0.43,20,66,0.303,97,138,0.703,149,219,368,97,69,54,67,168,23.72,8.6,3.42,0.3,1.45,2.22,3.27,5.5,1.4,1.03,0.81,1,2.51,1
1620,Brandon Hunter,BOS,2004,EAST,23,36,406,125,53,116,0.457,0,3,0,19,43,0.442,50,68,118,19,13,1,22,40,11.28,3.5,1.47,0,0.53,1.39,1.89,3.3,0.5,0.36,0.03,0.61,1.11,0
1621,LeBron James,CLE,2003,EAST,19,79,3122,1654,622,1492,0.417,63,217,0.29,347,460,0.754,99,333,432,465,130,58,273,149,39.52,20.9,7.87,0.8,4.39,1.25,4.22,5.5,5.9,1.65,0.73,3.46,1.89,1
1622,Britton Johnsen,ORL,2003,EAST,24,20,290,42,17,59,0.288,1,12,0.083,7,16,0.438,15,30,45,12,7,1,14,28,14.5,2.1,0.85,0.05,0.35,0.75,1.5,2.3,0.6,0.35,0.05,0.7,1.4,0
1623,Linton Johnson,CHI,2003,EAST,23,41,734,173,72,203,0.355,7,33,0.212,22,37,0.595,59,124,183,27,37,32,37,90,17.9,4.2,1.76,0.17,0.54,1.44,3.02,4.5,0.7,0.9,0.78,0.9,2.2,1
1624,Dahntay Jones,MEM,2003,WEST,23,20,154,36,15,53,0.283,1,4,0.25,5,11,0.455,7,16,23,12,5,6,12,23,7.7,1.8,0.75,0.05,0.25,0.35,0.8,1.2,0.6,0.25,0.3,0.6,1.15,1
1625,James Jones,IND,2003,EAST,23,6,26,7,2,9,0.222,1,4,0.25,2,2,1,0,2,2,0,1,0,0,1,4.33,1.2,0.33,0.17,0.33,0,0.33,0.3,0,0.17,0,0,0.17,1
1626,Chris Kaman,LAC,2003,WEST,21,82,1843,499,200,435,0.46,0,2,0,99,142,0.697,126,335,461,85,23,73,155,211,22.48,6.1,2.44,0,1.21,1.54,4.09,5.6,1,0.28,0.89,1.89,2.57,1
1627,Jason Kapono,CLE,2003,EAST,22,41,427,145,52,129,0.403,21,44,0.477,20,24,0.833,19,36,55,14,13,2,21,41,10.41,3.5,1.27,0.51,0.49,0.46,0.88,1.3,0.3,0.32,0.05,0.51,1,1
1628,Kyle Korver,PHI,2003,EAST,22,74,882,330,115,327,0.352,81,207,0.391,19,24,0.792,30,81,111,40,25,8,41,102,11.92,4.5,1.55,1.09,0.26,0.41,1.09,1.5,0.5,0.34,0.11,0.55,1.38,1
1629,Maciej Lampe,PHO,2004,WEST,18,21,224,96,43,88,0.489,0,4,0,10,13,0.769,9,35,44,9,3,3,15,28,10.67,4.6,2.05,0,0.48,0.43,1.67,2.1,0.4,0.14,0.14,0.71,1.33,1
1630,Raül López,UTA,2003,WEST,23,82,1617,572,223,517,0.431,25,85,0.294,101,117,0.863,24,131,155,305,62,2,174,200,19.72,7,2.72,0.3,1.23,0.29,1.6,1.9,3.7,0.76,0.02,2.12,2.44,0
1631,Keith McLeod,MIN,2003,EAST,24,33,391,88,27,82,0.329,1,10,0.1,33,43,0.767,5,29,34,59,16,1,29,39,11.85,2.7,0.82,0.03,1,0.15,0.88,1,1.8,0.48,0.03,0.88,1.18,1
1632,Darko Miličić,DET,2003,EAST,18,34,159,48,17,65,0.262,0,1,0,14,24,0.583,11,32,43,7,7,15,13,33,4.68,1.4,0.5,0,0.41,0.32,0.94,1.3,0.2,0.21,0.44,0.38,0.97,1
1633,Travis Outlaw,POR,2003,WEST,19,8,19,8,3,7,0.429,0,0,0,2,4,0.5,2,2,4,1,1,0,1,1,2.38,1,0.38,0,0.25,0.25,0.25,0.5,0.1,0.12,0,0.12,0.12,1
1634,Zaza Pachulia,ORL,2003,EAST,19,59,664,194,68,175,0.389,0,0,0,58,90,0.644,69,105,174,13,21,12,34,87,11.25,3.3,1.15,0,0.98,1.17,1.78,2.9,0.2,0.36,0.2,0.58,1.47,1
1635,Sasha Pavlović,UTA,2003,WEST,20,79,1144,382,149,376,0.396,19,70,0.271,65,84,0.774,44,115,159,60,41,16,67,187,14.48,4.8,1.89,0.24,0.82,0.56,1.46,2,0.8,0.52,0.2,0.85,2.37,1
1636,Desmond Penigar,ORL,2004,EAST,22,10,89,32,14,28,0.5,0,0,0,4,4,1,6,18,24,3,2,2,6,14,8.9,3.2,1.4,0,0.4,0.6,1.8,2.4,0.3,0.2,0.2,0.6,1.4,0
1637,Kirk Penney,MIA,2003,EAST,23,2,18,3,1,6,0.167,1,3,0.333,0,0,0,0,1,1,1,1,0,3,1,9,1.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,1.5,0.5,0
1638,Kendrick Perkins,BOS,2003,EAST,19,10,35,22,8,15,0.533,0,0,0,6,9,0.667,5,9,14,3,0,2,5,6,3.5,2.2,0.8,0,0.6,0.5,0.9,1.4,0.3,0,0.2,0.5,0.6,1
1639,Mickaël Piétrus,GSW,2003,WEST,21,53,748,279,96,231,0.416,35,105,0.333,52,75,0.693,48,71,119,27,32,12,40,100,14.11,5.3,1.81,0.66,0.98,0.91,1.34,2.2,0.5,0.6,0.23,0.75,1.89,1
1640,Zoran Planinić,NJN,2003,EAST,21,49,473,153,53,129,0.411,9,32,0.281,38,60,0.633,14,41,55,68,13,3,36,70,9.65,3.1,1.08,0.18,0.78,0.29,0.84,1.1,1.4,0.27,0.06,0.73,1.43,1
1641,Luke Ridnour,SEA,2003,WEST,22,69,1114,382,145,350,0.414,27,80,0.338,65,79,0.823,35,73,108,163,52,7,80,105,16.14,5.5,2.1,0.39,0.94,0.51,1.06,1.6,2.4,0.75,0.1,1.16,1.52,1
1642,Theron Smith,MEM,2003,WEST,23,20,178,44,16,43,0.372,6,12,0.5,6,8,0.75,13,28,41,7,5,5,14,18,8.9,2.2,0.8,0.3,0.3,0.65,1.4,2.1,0.4,0.25,0.25,0.7,0.9,0
1643,Darius Songaila,SAC,2003,WEST,25,73,976,337,133,273,0.487,0,0,0,71,88,0.807,91,134,225,48,42,12,43,126,13.37,4.6,1.82,0,0.97,1.25,1.84,3.1,0.7,0.58,0.16,0.59,1.73,1
1644,Mike Sweetney,NYK,2003,EAST,21,42,494,180,69,140,0.493,0,1,0,42,58,0.724,68,89,157,14,18,12,32,57,11.76,4.3,1.64,0,1,1.62,2.12,3.7,0.3,0.43,0.29,0.76,1.36,1
1645,Ime Udoka,LAL,2004,WEST,26,4,28,8,3,9,0.333,0,1,0,2,4,0.5,1,4,5,2,2,1,3,3,7,2,0.75,0,0.5,0.25,1,1.3,0.5,0.5,0.25,0.75,0.75,1
1646,Slavko Vraneš,POR,2004,WEST,21,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0
1647,Dwyane Wade,MIA,2003,EAST,22,61,2126,991,371,798,0.465,16,53,0.302,233,312,0.747,85,162,247,275,86,34,196,140,34.85,16.2,6.08,0.26,3.82,1.39,2.66,4,4.5,1.41,0.56,3.21,2.3,1
1648,Luke Walton,LAL,2003,WEST,23,72,730,174,65,153,0.425,13,39,0.333,31,44,0.705,39,88,127,113,28,8,44,70,10.14,2.4,0.9,0.18,0.43,0.54,1.22,1.8,1.6,0.39,0.11,0.61,0.97,1
1649,David West,NOH,2003,WEST,23,71,930,273,108,228,0.474,0,2,0,57,80,0.713,117,180,297,60,27,28,48,117,13.1,3.8,1.52,0,0.8,1.65,2.54,4.2,0.8,0.38,0.39,0.68,1.65,1
1650,Mo Williams,UTA,2003,WEST,21,57,772,284,115,303,0.38,10,39,0.256,44,56,0.786,23,49,72,76,28,2,51,87,13.54,5,2.02,0.18,0.77,0.4,0.86,1.3,1.3,0.49,0.04,0.89,1.53,1
1651,Tony Allen,BOS,2004,EAST,23,77,1262,492,184,387,0.475,12,31,0.387,112,152,0.737,85,136,221,64,76,24,77,156,16.39,6.4,2.39,0.16,1.45,1.1,1.77,2.9,0.8,0.99,0.31,1,2.03,1
1652,Rafael Araújo,TOR,2004,EAST,24,59,736,196,76,175,0.434,1,3,0.333,43,55,0.782,59,126,185,16,21,8,52,157,12.47,3.3,1.29,0.02,0.73,1,2.14,3.1,0.3,0.36,0.14,0.88,2.66,1
1653,Trevor Ariza,NYK,2004,EAST,19,80,1382,468,172,389,0.442,3,13,0.231,121,174,0.695,89,153,242,85,70,18,73,150,17.27,5.9,2.15,0.04,1.51,1.11,1.91,3,1.1,0.88,0.22,0.91,1.88,1
1654,Maurice Baker,LAC,2005,WEST,25,5,19,0,0,1,0,0,0,0,0,0,0,1,1,2,1,1,0,1,3,3.8,0,0,0,0,0.2,0.2,0.4,0.2,0.2,0,0.2,0.6,0
1655,Andre Barrett,HOU,2004,EAST,22,38,483,118,45,124,0.363,14,52,0.269,14,19,0.737,11,29,40,69,19,1,27,51,12.71,3.1,1.18,0.37,0.37,0.29,0.76,1.1,1.8,0.5,0.03,0.71,1.34,1
1656,Andris Biedriņš,GSW,2004,WEST,18,30,384,109,45,78,0.577,0,1,0,19,40,0.475,47,71,118,12,12,24,12,87,12.8,3.6,1.5,0,0.63,1.57,2.37,3.9,0.4,0.4,0.8,0.4,2.9,1
1657,Tony Bobbitt,LAL,2005,WEST,25,2,12,5,2,5,0.4,1,2,0.5,0,0,0,0,3,3,0,0,0,0,1,6,2.5,1,0.5,0,0,1.5,1.5,0,0,0,0,0.5,0
1658,Matt Bonner,TOR,2004,EAST,24,82,1553,589,247,463,0.533,39,92,0.424,56,71,0.789,108,177,285,48,39,19,40,220,18.94,7.2,3.01,0.48,0.68,1.32,2.16,3.5,0.6,0.48,0.23,0.49,2.68,1
1659,Antonio Burks,MEM,2004,WEST,24,24,219,73,28,60,0.467,3,11,0.273,14,19,0.737,1,11,12,28,13,1,12,25,9.12,3,1.17,0.12,0.58,0.04,0.46,0.5,1.2,0.54,0.04,0.5,1.04,0
1660,Jackie Butler,NYK,2005,EAST,19,3,5,10,4,4,1,0,0,0,2,2,1,0,0,0,0,1,0,1,0,1.67,3.3,1.33,0,0.67,0,0,0,0,0.33,0,0.33,0,1
1661,Geno Carlisle,POR,2004,WEST,28,6,16,8,2,3,0.667,0,0,0,4,6,0.667,1,0,1,1,0,0,1,1,2.67,1.3,0.33,0,0.67,0.17,0,0.2,0.2,0,0,0.17,0.17,0
1662,Lionel Chalmers,LAC,2004,WEST,24,36,433,111,42,125,0.336,12,49,0.245,15,24,0.625,4,27,31,51,13,0,24,30,12.03,3.1,1.17,0.33,0.42,0.11,0.75,0.9,1.4,0.36,0,0.67,0.83,0
1663,Josh Childress,ATL,2004,EAST,21,80,2376,807,302,642,0.47,13,56,0.232,190,231,0.823,195,287,482,151,74,35,106,184,29.7,10.1,3.78,0.16,2.38,2.44,3.59,6,1.9,0.92,0.44,1.32,2.3,1
1664,Nick Collison,SEA,2004,WEST,24,82,1396,463,190,354,0.537,0,3,0,83,118,0.703,156,220,376,32,34,50,62,252,17.02,5.6,2.32,0,1.01,1.9,2.68,4.6,0.4,0.41,0.61,0.76,3.07,1
1665,Erik Daniels,SAC,2004,WEST,22,21,72,13,6,18,0.333,1,2,0.5,0,0,0,7,11,18,4,2,0,6,7,3.43,0.6,0.29,0.05,0,0.33,0.52,0.9,0.2,0.1,0,0.29,0.33,0
1666,Carlos Delfino,DET,2004,EAST,22,30,459,116,42,117,0.359,9,35,0.257,23,40,0.575,13,42,55,38,22,6,23,44,15.3,3.9,1.4,0.3,0.77,0.43,1.4,1.8,1.3,0.73,0.2,0.77,1.47,1
1667,Luol Deng,CHI,2004,EAST,19,61,1663,711,280,645,0.434,31,117,0.265,120,162,0.741,92,230,322,135,48,27,118,98,27.26,11.7,4.59,0.51,1.97,1.51,3.77,5.3,2.2,0.79,0.44,1.93,1.61,1
1668,Chris Duhon,CHI,2004,EAST,22,82,2177,487,172,488,0.352,94,265,0.355,49,67,0.731,23,190,213,398,82,3,119,205,26.55,5.9,2.1,1.15,0.6,0.28,2.32,2.6,4.9,1,0.04,1.45,2.5,1
1669,Corsley Edwards,NOH,2004,WEST,25,10,110,27,10,31,0.323,0,0,0,7,12,0.583,12,13,25,3,3,4,2,19,11,2.7,1,0,0.7,1.2,1.3,2.5,0.3,0.3,0.4,0.2,1.9,0
1670,John Edwards,IND,2004,EAST,23,25,139,29,11,30,0.367,0,0,0,7,14,0.5,8,11,19,3,3,4,8,12,5.56,1.2,0.44,0,0.28,0.32,0.44,0.8,0.1,0.12,0.16,0.32,0.48,0
1671,Andre Emmett,MEM,2005,WEST,22,8,28,7,2,6,0.333,0,0,0,3,5,0.6,0,2,2,0,0,0,1,4,3.5,0.9,0.25,0,0.38,0,0.25,0.3,0,0,0,0.12,0.5,0
1672,Luis Flores,GSW,2004,WEST,23,16,77,35,14,29,0.483,5,10,0.5,2,2,1,1,2,3,11,2,0,11,9,4.81,2.2,0.88,0.31,0.12,0.06,0.12,0.2,0.7,0.12,0,0.69,0.56,0
1673,Matt Freije,NOH,2004,WEST,23,23,441,93,37,127,0.291,14,54,0.259,5,8,0.625,16,45,61,20,13,2,17,40,19.17,4,1.61,0.61,0.22,0.7,1.96,2.7,0.9,0.57,0.09,0.74,1.74,0
1674,Ben Gordon,CHI,2004,EAST,21,82,2002,1235,434,1056,0.411,134,331,0.405,233,270,0.863,55,160,215,164,53,10,186,224,24.41,15.1,5.29,1.63,2.84,0.67,1.95,2.6,2,0.65,0.12,2.27,2.73,1
1675,Devin Harris,DAL,2004,WEST,21,76,1173,436,157,366,0.429,44,131,0.336,78,103,0.757,28,74,102,169,77,19,82,139,15.43,5.7,2.07,0.58,1.03,0.37,0.97,1.3,2.2,1.01,0.25,1.08,1.83,1
1676,David Harrison,IND,2004,EAST,22,43,760,264,106,184,0.576,0,0,0,52,91,0.571,48,87,135,13,16,55,53,134,17.67,6.1,2.47,0,1.21,1.12,2.02,3.1,0.3,0.37,1.28,1.23,3.12,1
1677,Dwight Howard,ORL,2004,EAST,19,82,2670,981,352,677,0.52,0,2,0,277,413,0.671,287,536,823,75,77,136,165,232,32.56,12,4.29,0,3.38,3.5,6.54,10,0.9,0.94,1.66,2.01,2.83,1
1678,Kris Humphries,UTA,2004,WEST,19,67,873,278,116,287,0.404,2,6,0.333,44,101,0.436,73,124,197,43,25,18,52,96,13.03,4.1,1.73,0.03,0.66,1.09,1.85,2.9,0.6,0.37,0.27,0.78,1.43,1
